Index,Div,Date,Time,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HalfTimeHG,HalfTimeAG,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellows,AwayYellows,HomeReds,AwayReds,HomeShotsOnTarget_Discrete,AwayShotsOnTarget_Discrete,HomeShots_Discrete,AwayShots_Discrete,HomeFouls_Discrete,AwayFouls_Discrete,Result_Discrete,Result_Encoded
865,SP1,1/2/2022,Evening,Betis,Celta,0,2,A,0.0,2.0,A,18.0,7.0,7.0,5.0,15.0,11.0,3.0,3.0,1.0,2.0,0.0,0.0,HighHomeShotsOnTarget,HighAwayShotsOnTarget,HighHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,-1,Loss
866,SP1,1/2/2022,Night,Mallorca,Barcelona,0,1,A,0.0,1.0,A,13.0,13.0,3.0,4.0,22.0,24.0,4.0,3.0,5.0,2.0,0.0,0.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,MediumHomeShots,HighAwayShots,HighHomeFouls,HighAwayFouls,-1,Loss
867,SP1,12/31/2021,Afternoon,Valencia,Espanol,1,2,A,0.0,0.0,D,12.0,15.0,2.0,4.0,19.0,14.0,7.0,5.0,7.0,3.0,1.0,0.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,MediumHomeShots,HighAwayShots,HighHomeFouls,MediumAwayFouls,-1,Loss
868,SP1,12/22/2021,Evening,Granada,Ath Madrid,2,1,H,1.0,1.0,D,6.0,15.0,4.0,3.0,17.0,7.0,2.0,7.0,4.0,1.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,HighAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
869,SP1,12/22/2021,Night,Ath Bilbao,Real Madrid,1,2,A,1.0,2.0,A,15.0,12.0,2.0,7.0,17.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,-1,Loss
870,SP1,12/21/2021,Evening,Villarreal,Alaves,5,2,H,2.0,1.0,H,24.0,4.0,10.0,2.0,16.0,14.0,6.0,2.0,0.0,2.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,MediumHomeFouls,MediumAwayFouls,1,Win >2
871,SP1,12/21/2021,Night,Sevilla,Barcelona,1,1,D,1.0,1.0,D,5.0,23.0,1.0,7.0,15.0,13.0,4.0,9.0,2.0,3.0,1.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,MediumHomeFouls,MediumAwayFouls,0,Draw
872,SP1,12/20/2021,Night,Levante,Valencia,3,4,A,2.0,1.0,H,15.0,15.0,9.0,8.0,21.0,11.0,6.0,4.0,3.0,4.0,0.0,0.0,HighHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,HighHomeFouls,LowAwayFouls,-1,Loss
873,SP1,12/19/2021,Afternoon,Granada,Mallorca,4,1,H,1.0,1.0,D,15.0,8.0,6.0,5.0,12.0,15.0,4.0,2.0,3.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,LowAwayShots,LowHomeFouls,MediumAwayFouls,1,Win >2
874,SP1,12/19/2021,Afternoon,Ath Bilbao,Betis,3,2,H,1.0,1.0,D,9.0,16.0,6.0,8.0,7.0,12.0,5.0,6.0,1.0,3.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,1,Win <2
875,SP1,12/19/2021,Evening,Getafe,Osasuna,1,0,H,0.0,0.0,D,18.0,11.0,4.0,2.0,14.0,8.0,4.0,3.0,3.0,1.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
876,SP1,12/19/2021,Night,Real Madrid,Cadiz,0,0,D,0.0,0.0,D,36.0,4.0,9.0,0.0,9.0,10.0,13.0,2.0,1.0,1.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,0,Draw
877,SP1,12/18/2021,Afternoon,Vallecano,Alaves,2,0,H,2.0,0.0,H,20.0,6.0,5.0,4.0,12.0,19.0,5.0,5.0,1.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,MediumAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,HighAwayFouls,1,Win <2
878,SP1,12/18/2021,Afternoon,Sociedad,Villarreal,1,3,A,1.0,1.0,D,8.0,15.0,4.0,8.0,9.0,15.0,5.0,5.0,2.0,3.0,1.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,MediumAwayFouls,-1,Loss
879,SP1,12/18/2021,Evening,Barcelona,Elche,3,2,H,2.0,0.0,H,19.0,5.0,8.0,3.0,13.0,17.0,5.0,0.0,1.0,3.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,HighAwayFouls,1,Win <2
880,SP1,12/18/2021,Night,Sevilla,Ath Madrid,2,1,H,1.0,1.0,D,6.0,15.0,2.0,3.0,15.0,14.0,4.0,7.0,2.0,1.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,HighAwayShots,MediumHomeFouls,MediumAwayFouls,1,Win <2
881,SP1,12/17/2021,Night,Celta,Espanol,3,1,H,1.0,0.0,H,12.0,6.0,5.0,3.0,13.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,1,Win <2
882,SP1,12/13/2021,Night,Cadiz,Granada,1,1,D,1.0,0.0,H,13.0,16.0,3.0,5.0,14.0,10.0,8.0,1.0,5.0,0.0,1.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,MediumHomeFouls,LowAwayFouls,0,Draw
883,SP1,12/12/2021,Afternoon,Villarreal,Vallecano,2,0,H,2.0,0.0,H,13.0,19.0,5.0,7.0,16.0,14.0,5.0,6.0,1.0,3.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,MediumHomeFouls,MediumAwayFouls,1,Win <2
884,SP1,12/12/2021,Afternoon,Osasuna,Barcelona,2,2,D,1.0,1.0,D,8.0,10.0,3.0,2.0,16.0,16.0,6.0,5.0,5.0,4.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,MediumHomeFouls,MediumAwayFouls,0,Draw
885,SP1,12/12/2021,Evening,Betis,Sociedad,4,0,H,1.0,0.0,H,11.0,15.0,5.0,5.0,12.0,10.0,4.0,7.0,3.0,1.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,1,Win >2
886,SP1,12/12/2021,Night,Real Madrid,Ath Madrid,2,0,H,1.0,0.0,H,7.0,9.0,3.0,6.0,17.0,15.0,3.0,6.0,2.0,3.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,LowAwayShots,MediumHomeFouls,MediumAwayFouls,1,Win <2
887,SP1,12/11/2021,Afternoon,Espanol,Levante,4,3,H,1.0,2.0,A,17.0,14.0,8.0,5.0,9.0,15.0,4.0,2.0,4.0,4.0,0.0,1.0,HighHomeShotsOnTarget,HighAwayShotsOnTarget,HighHomeShots,HighAwayShots,LowHomeFouls,MediumAwayFouls,1,Win <2
888,SP1,12/11/2021,Afternoon,Alaves,Getafe,1,1,D,0.0,1.0,A,9.0,11.0,1.0,2.0,18.0,15.0,1.0,1.0,4.0,4.0,1.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,HighHomeFouls,MediumAwayFouls,0,Draw
889,SP1,12/11/2021,Evening,Valencia,Elche,2,1,H,1.0,0.0,H,21.0,8.0,8.0,4.0,15.0,12.0,8.0,1.0,3.0,2.0,0.0,0.0,HighHomeShotsOnTarget,MediumAwayShotsOnTarget,HighHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
890,SP1,12/11/2021,Night,Ath Bilbao,Sevilla,0,1,A,0.0,1.0,A,13.0,6.0,2.0,1.0,17.0,10.0,9.0,2.0,4.0,3.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,-1,Loss
891,SP1,12/10/2021,Night,Mallorca,Celta,0,0,D,0.0,0.0,D,12.0,14.0,1.0,5.0,14.0,11.0,7.0,4.0,3.0,2.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,MediumHomeFouls,LowAwayFouls,0,Draw
892,SP1,12/6/2021,Night,Getafe,Ath Bilbao,0,0,D,0.0,0.0,D,17.0,9.0,5.0,3.0,14.0,14.0,5.0,3.0,2.0,1.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,MediumHomeFouls,MediumAwayFouls,0,Draw
893,SP1,12/5/2021,Afternoon,Vallecano,Espanol,1,0,H,0.0,0.0,D,7.0,10.0,0.0,3.0,18.0,11.0,6.0,3.0,3.0,3.0,0.0,1.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,HighHomeFouls,LowAwayFouls,1,Win <2
894,SP1,12/5/2021,Afternoon,Elche,Cadiz,3,1,H,1.0,0.0,H,8.0,15.0,3.0,6.0,16.0,15.0,3.0,3.0,7.0,3.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,MediumHomeFouls,MediumAwayFouls,1,Win <2
895,SP1,12/5/2021,Evening,Levante,Osasuna,0,0,D,0.0,0.0,D,11.0,11.0,3.0,1.0,12.0,16.0,7.0,2.0,2.0,3.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,LowHomeFouls,MediumAwayFouls,0,Draw
896,SP1,12/5/2021,Night,Celta,Valencia,1,2,A,1.0,1.0,D,11.0,8.0,5.0,5.0,10.0,22.0,6.0,4.0,3.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,LowAwayShots,LowHomeFouls,HighAwayFouls,-1,Loss
897,SP1,12/4/2021,Afternoon,Sevilla,Villarreal,1,0,H,1.0,0.0,H,8.0,16.0,3.0,2.0,9.0,10.0,5.0,8.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,1,Win <2
898,SP1,12/4/2021,Afternoon,Barcelona,Betis,0,1,A,0.0,0.0,D,12.0,8.0,3.0,2.0,17.0,12.0,6.0,1.0,1.0,2.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,-1,Loss
899,SP1,12/4/2021,Evening,Ath Madrid,Mallorca,1,2,A,0.0,0.0,D,14.0,10.0,6.0,3.0,13.0,16.0,8.0,5.0,2.0,5.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,LowHomeFouls,MediumAwayFouls,-1,Loss
900,SP1,12/4/2021,Night,Sociedad,Real Madrid,0,2,A,0.0,0.0,D,11.0,13.0,0.0,8.0,12.0,8.0,5.0,5.0,2.0,0.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,-1,Loss
901,SP1,12/3/2021,Night,Granada,Alaves,2,1,H,1.0,0.0,H,9.0,14.0,2.0,2.0,17.0,15.0,3.0,5.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,HighAwayShots,MediumHomeFouls,MediumAwayFouls,1,Win <2
902,SP1,12/1/2021,Night,Real Madrid,Ath Bilbao,1,0,H,1.0,0.0,H,17.0,18.0,7.0,2.0,12.0,13.0,7.0,6.0,2.0,3.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,HighAwayShots,LowHomeFouls,MediumAwayFouls,1,Win <2
903,SP1,11/29/2021,Night,Osasuna,Elche,1,1,D,1.0,1.0,D,17.0,10.0,4.0,4.0,16.0,12.0,5.0,4.0,1.0,3.0,0.0,0.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,HighHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,0,Draw
904,SP1,11/28/2021,Afternoon,Betis,Levante,3,1,H,0.0,1.0,A,26.0,8.0,8.0,2.0,16.0,9.0,5.0,8.0,2.0,3.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
905,SP1,11/28/2021,Afternoon,Espanol,Sociedad,1,0,H,0.0,0.0,D,8.0,10.0,2.0,4.0,15.0,7.0,2.0,9.0,1.0,1.0,0.0,0.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,LowHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
906,SP1,11/28/2021,Evening,Cadiz,Ath Madrid,1,4,A,0.0,0.0,D,8.0,17.0,0.0,7.0,13.0,11.0,4.0,8.0,2.0,0.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,-1,Loss
907,SP1,11/28/2021,Night,Real Madrid,Sevilla,2,1,H,1.0,1.0,D,14.0,11.0,4.0,6.0,10.0,9.0,0.0,4.0,3.0,3.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,LowHomeFouls,LowAwayFouls,1,Win <2
908,SP1,11/27/2021,Afternoon,Alaves,Celta,1,2,A,1.0,1.0,D,13.0,8.0,5.0,5.0,12.0,15.0,5.0,3.0,3.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,LowAwayShots,LowHomeFouls,MediumAwayFouls,-1,Loss
909,SP1,11/27/2021,Afternoon,Valencia,Vallecano,1,1,D,1.0,0.0,H,8.0,12.0,4.0,6.0,18.0,15.0,3.0,9.0,6.0,5.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,MediumAwayShots,HighHomeFouls,MediumAwayFouls,0,Draw
910,SP1,11/27/2021,Evening,Mallorca,Getafe,0,0,D,0.0,0.0,D,12.0,11.0,2.0,0.0,8.0,19.0,2.0,0.0,3.0,0.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,LowHomeFouls,HighAwayFouls,0,Draw
911,SP1,11/27/2021,Night,Villarreal,Barcelona,1,3,A,0.0,0.0,D,14.0,12.0,2.0,6.0,19.0,14.0,4.0,4.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,HighHomeFouls,MediumAwayFouls,-1,Loss
912,SP1,11/26/2021,Night,Ath Bilbao,Granada,2,2,D,1.0,2.0,A,17.0,8.0,5.0,4.0,12.0,9.0,8.0,3.0,1.0,1.0,1.0,0.0,MediumHomeShotsOnTarget,MediumAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,0,Draw
913,SP1,11/22/2021,Night,Vallecano,Mallorca,3,1,H,2.0,0.0,H,15.0,11.0,6.0,5.0,14.0,17.0,6.0,4.0,3.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,MediumHomeFouls,HighAwayFouls,1,Win <2
914,SP1,11/21/2021,Afternoon,Getafe,Cadiz,4,0,H,1.0,0.0,H,17.0,10.0,8.0,2.0,14.0,7.0,3.0,7.0,2.0,4.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,1,Win >2
915,SP1,11/21/2021,Afternoon,Granada,Real Madrid,1,4,A,1.0,2.0,A,11.0,21.0,3.0,10.0,10.0,7.0,9.0,6.0,1.0,1.0,1.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,-1,Loss
916,SP1,11/21/2021,Evening,Elche,Betis,0,3,A,0.0,3.0,A,14.0,9.0,4.0,4.0,12.0,14.0,10.0,1.0,1.0,2.0,0.0,1.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,MediumHomeShots,LowAwayShots,LowHomeFouls,MediumAwayFouls,-1,Loss
917,SP1,11/21/2021,Night,Sociedad,Valencia,0,0,D,0.0,0.0,D,9.0,8.0,2.0,3.0,11.0,16.0,2.0,4.0,4.0,7.0,1.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,LowAwayShots,LowHomeFouls,MediumAwayFouls,0,Draw
918,SP1,11/20/2021,Afternoon,Celta,Villarreal,1,1,D,0.0,1.0,A,12.0,18.0,3.0,6.0,14.0,17.0,3.0,5.0,1.0,1.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,MediumHomeFouls,HighAwayFouls,0,Draw
919,SP1,11/20/2021,Afternoon,Sevilla,Alaves,2,2,D,1.0,2.0,A,16.0,8.0,6.0,3.0,14.0,17.0,5.0,2.0,4.0,4.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,MediumHomeFouls,HighAwayFouls,0,Draw
920,SP1,11/20/2021,Evening,Ath Madrid,Osasuna,1,0,H,0.0,0.0,D,15.0,9.0,2.0,3.0,7.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,1,Win <2
921,SP1,11/20/2021,Night,Barcelona,Espanol,1,0,H,0.0,0.0,D,16.0,12.0,6.0,2.0,17.0,9.0,4.0,4.0,4.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
922,SP1,11/19/2021,Night,Levante,Ath Bilbao,0,0,D,0.0,0.0,D,15.0,7.0,2.0,2.0,16.0,7.0,6.0,3.0,2.0,1.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,0,Draw
923,SP1,11/7/2021,Afternoon,Villarreal,Getafe,1,0,H,1.0,0.0,H,10.0,5.0,4.0,2.0,12.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,LowAwayShots,LowHomeFouls,MediumAwayFouls,1,Win <2
924,SP1,11/7/2021,Afternoon,Valencia,Ath Madrid,3,3,D,0.0,1.0,A,11.0,13.0,5.0,7.0,12.0,17.0,9.0,0.0,2.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,HighAwayShots,LowHomeFouls,HighAwayFouls,0,Draw
925,SP1,11/7/2021,Evening,Mallorca,Elche,2,2,D,0.0,0.0,D,18.0,7.0,6.0,2.0,11.0,19.0,3.0,3.0,2.0,3.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,HighAwayFouls,0,Draw
926,SP1,11/7/2021,Evening,Osasuna,Sociedad,0,2,A,0.0,0.0,D,6.0,9.0,2.0,4.0,11.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,LowHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,-1,Loss
927,SP1,11/7/2021,Night,Betis,Sevilla,0,2,A,0.0,0.0,D,8.0,11.0,1.0,2.0,12.0,13.0,2.0,1.0,3.0,1.0,1.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,LowHomeFouls,MediumAwayFouls,-1,Loss
928,SP1,11/6/2021,Afternoon,Espanol,Granada,2,0,H,2.0,0.0,H,17.0,18.0,6.0,5.0,12.0,8.0,5.0,3.0,1.0,1.0,0.0,0.0,MediumHomeShotsOnTarget,HighAwayShotsOnTarget,HighHomeShots,HighAwayShots,LowHomeFouls,LowAwayFouls,1,Win <2
929,SP1,11/6/2021,Afternoon,Celta,Barcelona,3,3,D,0.0,3.0,A,18.0,10.0,4.0,6.0,18.0,18.0,3.0,1.0,3.0,6.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,HighHomeShots,MediumAwayShots,HighHomeFouls,HighAwayFouls,0,Draw
930,SP1,11/6/2021,Evening,Alaves,Levante,2,1,H,0.0,1.0,A,10.0,12.0,3.0,7.0,21.0,17.0,1.0,3.0,3.0,3.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,MediumAwayShots,HighHomeFouls,HighAwayFouls,1,Win <2
931,SP1,11/6/2021,Night,Real Madrid,Vallecano,2,1,H,2.0,0.0,H,15.0,19.0,7.0,7.0,8.0,14.0,4.0,5.0,1.0,2.0,0.0,0.0,HighHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,LowHomeFouls,MediumAwayFouls,1,Win <2
932,SP1,11/5/2021,Night,Ath Bilbao,Cadiz,0,1,A,0.0,1.0,A,15.0,8.0,5.0,4.0,14.0,19.0,5.0,1.0,2.0,1.0,0.0,0.0,MediumHomeShotsOnTarget,MediumAwayShotsOnTarget,MediumHomeShots,LowAwayShots,MediumHomeFouls,HighAwayFouls,-1,Loss
933,SP1,11/1/2021,Evening,Vallecano,Celta,0,0,D,0.0,0.0,D,11.0,10.0,5.0,4.0,13.0,14.0,4.0,7.0,2.0,5.0,0.0,0.0,MediumHomeShotsOnTarget,MediumAwayShotsOnTarget,LowHomeShots,MediumAwayShots,LowHomeFouls,MediumAwayFouls,0,Draw
934,SP1,11/1/2021,Night,Levante,Granada,0,3,A,0.0,2.0,A,12.0,12.0,3.0,6.0,14.0,13.0,3.0,5.0,4.0,2.0,0.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,MediumHomeFouls,MediumAwayFouls,-1,Loss
935,SP1,10/31/2021,Afternoon,Cadiz,Mallorca,1,1,D,0.0,1.0,A,13.0,11.0,2.0,5.0,14.0,16.0,6.0,5.0,3.0,7.0,0.0,2.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,MediumHomeFouls,MediumAwayFouls,0,Draw
936,SP1,10/31/2021,Afternoon,Ath Madrid,Betis,3,0,H,1.0,0.0,H,18.0,8.0,9.0,1.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,1,Win >2
937,SP1,10/31/2021,Evening,Getafe,Espanol,2,1,H,1.0,1.0,D,12.0,10.0,7.0,3.0,18.0,11.0,6.0,11.0,7.0,4.0,0.0,0.0,HighHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,HighHomeFouls,LowAwayFouls,1,Win <2
938,SP1,10/31/2021,Night,Sociedad,Ath Bilbao,1,1,D,0.0,0.0,D,8.0,11.0,3.0,5.0,21.0,14.0,2.0,7.0,4.0,3.0,0.0,1.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,LowHomeShots,MediumAwayShots,HighHomeFouls,MediumAwayFouls,0,Draw
939,SP1,10/30/2021,Afternoon,Elche,Real Madrid,1,2,A,0.0,1.0,A,13.0,17.0,4.0,5.0,11.0,13.0,5.0,4.0,2.0,0.0,1.0,0.0,LowHomeShotsOnTarget,HighAwayShotsOnTarget,MediumHomeShots,HighAwayShots,LowHomeFouls,MediumAwayFouls,-1,Loss
940,SP1,10/30/2021,Afternoon,Sevilla,Osasuna,2,0,H,1.0,0.0,H,16.0,10.0,4.0,3.0,17.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,MediumAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
941,SP1,10/30/2021,Evening,Valencia,Villarreal,2,0,H,1.0,0.0,H,9.0,11.0,3.0,1.0,19.0,17.0,7.0,6.0,2.0,4.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,HighHomeFouls,HighAwayFouls,1,Win <2
942,SP1,10/30/2021,Night,Barcelona,Alaves,1,1,D,0.0,0.0,D,16.0,3.0,5.0,2.0,11.0,11.0,9.0,0.0,0.0,2.0,0.0,0.0,MediumHomeShotsOnTarget,LowAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,LowAwayFouls,0,Draw
943,SP1,10/28/2021,Evening,Celta,Sociedad,0,2,A,0.0,0.0,D,14.0,11.0,6.0,4.0,12.0,11.0,7.0,6.0,1.0,0.0,0.0,0.0,MediumHomeShotsOnTarget,MediumAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,LowHomeFouls,LowAwayFouls,-1,Loss
944,SP1,10/28/2021,Evening,Granada,Getafe,1,1,D,0.0,1.0,A,18.0,6.0,3.0,4.0,10.0,15.0,5.0,0.0,1.0,4.0,0.0,0.0,LowHomeShotsOnTarget,MediumAwayShotsOnTarget,HighHomeShots,LowAwayShots,LowHomeFouls,MediumAwayFouls,0,Draw
945,SP1,10/28/2021,Night,Levante,Ath Madrid,2,2,D,1.0,1.0,D,10.0,7.0,3.0,3.0,15.0,11.0,5.0,2.0,3.0,5.0,1.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,LowAwayShots,MediumHomeFouls,LowAwayFouls,0,Draw
946,SP1,10/27/2021,Evening,Mallorca,Sevilla,1,1,D,1.0,0.0,H,11.0,10.0,4.0,3.0,16.0,14.0,4.0,2.0,3.0,6.0,1.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,LowHomeShots,MediumAwayShots,MediumHomeFouls,MediumAwayFouls,0,Draw
947,SP1,10/27/2021,Evening,Vallecano,Barcelona,1,0,H,1.0,0.0,H,13.0,16.0,3.0,1.0,17.0,12.0,3.0,7.0,2.0,2.0,0.0,0.0,LowHomeShotsOnTarget,LowAwayShotsOnTarget,MediumHomeShots,HighAwayShots,MediumHomeFouls,LowAwayFouls,1,Win <2
948,SP1,10/27/2021,Evening,Betis,Valencia,4,1,H,2.0,1.0,H,14.0,10.0,9.0,4.0,14.0,19.0,4.0,7.0,2.0,5.0,0.0,0.0,HighHomeShotsOnTarget,MediumAwayShotsOnTarget,MediumHomeShots,MediumAwayShots,MediumHomeFouls,HighAwayFouls,1,Win >2
